/media/sunyu/OS1/suanli/collectionunzip/SET3_25
obj                 |bestobj             |time                |
2994828.963         |2994828.963         |0.053               |INIT
375794.592          |375794.592          |50.065              |KS2
361398.996          |361398.996          |100.077             |KS2
356788.222          |356788.222          |150.089             |KS2
345751.139          |345751.139          |200.109             |lns
338681.387          |338681.387          |250.120             |lns
337656.094          |337656.094          |300.131             |lns
336962.454          |336962.454          |350.143             |lns
335855.765          |335855.765          |400.204             |lns
335850.570          |335850.570          |450.215             |lns
335224.483          |335224.483          |841.431             |random
335202.561          |335202.561          |917.911             |random
total time : 1000.0072860717773
