/media/sunyu/OS1/suanli/collectionunzip/item_placement_9907
obj                 |bestobj             |time                |
10.464              |10.464              |50.016              |INIT
9.851               |9.851               |100.076             |KS2
9.521               |9.521               |150.111             |KS2
9.509               |9.509               |200.164             |KS2
9.507               |9.507               |550.391             |random
9.399               |9.399               |600.452             |lns
9.397               |9.397               |650.500             |lns
9.370               |9.370               |700.541             |lns
9.350               |9.350               |750.584             |lns
9.339               |9.339               |800.627             |lns
total time : 1000.0181512832642
