/media/sunyu/OS1/suanli/collectionunzip/SET3_18
obj                 |bestobj             |time                |
2654765.462         |2654765.462         |0.040               |INIT
127679.522          |127679.522          |50.052              |KS2
124805.584          |124805.584          |100.065             |KS2
120402.768          |120402.768          |150.077             |KS2
119521.496          |119521.496          |251.144             |random
119521.496          |119521.496          |301.616             |random
119309.808          |119309.808          |366.493             |random
117984.312          |117984.312          |501.689             |random
114423.888          |114423.888          |615.831             |random
114423.888          |114423.888          |715.851             |random
114377.293          |114377.293          |859.902             |random
112759.096          |112759.096          |961.595             |random
112759.096          |112759.096          |1000.118            |random
total time : 1000.1185884475708
