/media/sunyu/OS1/suanli/collectionunzip/anonymous_18
obj                 |bestobj             |time                |
10062.174           |10062.174           |7.965               |KS1
8941.293            |8941.293            |57.971              |KS2
8922.250            |8922.250            |108.178             |lns
8922.249            |8922.249            |158.185             |lns
8922.247            |8922.247            |208.192             |lns
8922.236            |8922.236            |258.197             |lns
8922.225            |8922.225            |308.240             |lns
8921.798            |8921.798            |358.282             |random
8921.791            |8921.791            |412.554             |random
8905.000            |8905.000            |462.563             |lns
8904.996            |8904.996            |512.568             |lns
8904.962            |8904.962            |614.774             |random
8904.824            |8904.824            |886.302             |random
8904.624            |8904.624            |986.335             |random
total time : 1000.0097498893738
