/media/sunyu/OS1/suanli/collectionunzip/bab2
obj                 |bestobj             |time                |
-355221.838         |-355221.838         |105.056             |KS1
-355221.839         |-355221.839         |107.112             |KS2
-355221.839         |-355221.839         |108.840             |KS2
-355254.794         |-355254.794         |165.125             |lns
-355280.290         |-355280.290         |184.744             |random
-355412.574         |-355412.574         |235.578             |lns
-355463.655         |-355463.655         |288.999             |random
-355893.963         |-355893.963         |351.415             |lns
-355899.896         |-355899.896         |402.253             |lns
-355932.721         |-355932.721         |453.088             |lns
-355967.922         |-355967.922         |539.177             |random
-355981.064         |-355981.064         |619.585             |random
-356136.701         |-356136.701         |679.528             |lns
-356166.166         |-356166.166         |730.372             |lns
-356168.676         |-356168.676         |803.458             |random
-356180.350         |-356180.350         |871.784             |random
-356184.647         |-356184.647         |943.950             |random
total time : 1001.8341369628906
