/media/sunyu/OS1/suanli/collectionunzip/anonymous_67
obj                 |bestobj             |time                |
13395.492           |13395.492           |10.842              |KS1
13266.961           |13266.961           |11.137              |KS2
13242.400           |13242.400           |61.142              |KS2
13221.170           |13221.170           |77.901              |KS2
13221.170           |13221.170           |78.089              |crossover
13221.139           |13221.139           |128.135             |lns
13220.530           |13220.530           |137.056             |random
13220.527           |13220.527           |216.235             |random
13195.199           |13195.199           |266.242             |lns
13195.194           |13195.194           |333.302             |random
13195.184           |13195.184           |385.805             |random
13195.183           |13195.183           |654.209             |random
13195.183           |13195.183           |978.608             |random
total time : 1000.10946393013
