/media/sunyu/OS1/suanli/collectionunzip/anonymous_86
obj                 |bestobj             |time                |
287072.962          |287072.962          |50.682              |INIT
249840.994          |249840.994          |100.854             |KS2
240843.970          |240843.970          |151.017             |KS2
237095.939          |237095.939          |201.167             |KS2
237095.939          |237095.939          |201.474             |crossover
237085.432          |237085.432          |329.368             |random
237048.393          |237048.393          |379.485             |lns
235393.795          |235393.795          |479.758             |random
235241.221          |235241.221          |529.872             |lns
233268.691          |233268.691          |579.985             |lns
232794.824          |232794.824          |630.100             |lns
232713.910          |232713.910          |690.032             |lns
232501.469          |232501.469          |749.468             |lns
231085.377          |231085.377          |808.894             |lns
231014.013          |231014.013          |859.008             |lns
230461.895          |230461.895          |909.120             |lns
230448.398          |230448.398          |959.236             |lns
230383.675          |230383.675          |1000.090            |lns
total time : 1000.0905556678772
