/media/sunyu/OS1/suanli/collectionunzip/anonymous_40
obj                 |bestobj             |time                |
216294.809          |216294.809          |50.480              |INIT
149501.262          |149501.262          |100.613             |KS2
148031.802          |148031.802          |150.735             |KS2
141718.671          |141718.671          |200.853             |KS2
141718.671          |141718.671          |201.026             |crossover
140956.730          |140956.730          |257.528             |lns
140956.730          |140956.730          |307.788             |random
136470.785          |136470.785          |357.893             |lns
136470.775          |136470.775          |408.143             |random
136470.765          |136470.765          |465.120             |lns
136470.745          |136470.745          |515.378             |random
136251.413          |136251.413          |565.477             |lns
136251.373          |136251.373          |622.726             |lns
136251.373          |136251.373          |672.990             |random
136251.373          |136251.373          |729.607             |random
136251.363          |136251.363          |779.931             |random
136006.097          |136006.097          |888.746             |random
134005.762          |134005.762          |948.782             |lns
134005.752          |134005.752          |998.869             |lns
134005.752          |134005.752          |1000.292            |random
total time : 1000.2923526763916
