/media/sunyu/OS1/suanli/collectionunzip/SET4_01
obj                 |bestobj             |time                |
3028701.218         |3028701.218         |0.038               |INIT
64889.437           |64889.437           |50.051              |KS2
60275.391           |60275.391           |100.064             |KS2
57435.766           |57435.766           |150.077             |KS2
55921.006           |55921.006           |153.495             |crossover
55061.565           |55061.565           |154.463             |lns
55061.565           |55061.565           |155.335             |random
55061.565           |55061.565           |205.610             |random
55061.565           |55061.565           |290.483             |random
total time : 1000.0068845748901
