/media/sunyu/OS1/suanli/collectionunzip/SET3_29
obj                 |bestobj             |time                |
2824195.343         |2824195.343         |0.045               |INIT
242382.300          |242382.300          |50.058              |KS2
220711.200          |220711.200          |100.071             |KS2
216561.710          |216561.710          |150.083             |KS2
204347.598          |204347.598          |196.778             |crossover
203465.222          |203465.222          |246.795             |lns
201738.802          |201738.802          |296.848             |lns
200759.226          |200759.226          |346.859             |lns
200459.270          |200459.270          |396.870             |lns
200388.518          |200388.518          |447.174             |random
200319.234          |200319.234          |497.414             |random
199821.320          |199821.320          |547.466             |lns
199135.667          |199135.667          |599.002             |random
199135.667          |199135.667          |654.589             |random
total time : 1000.0074639320374
