/media/sunyu/OS1/suanli/collectionunzip/item_placement_9964
obj                 |bestobj             |time                |
15.010              |15.010              |50.016              |INIT
14.508              |14.508              |100.079             |KS2
13.305              |13.305              |150.170             |KS2
13.274              |13.274              |200.205             |KS2
13.254              |13.254              |250.304             |crossover
13.254              |13.254              |300.451             |random
13.185              |13.185              |608.011             |random
13.085              |13.085              |658.072             |lns
13.027              |13.027              |708.131             |lns
12.923              |12.923              |758.195             |lns
12.761              |12.761              |808.225             |lns
12.735              |12.735              |858.259             |lns
12.687              |12.687              |1000.053            |random
total time : 1000.0533623695374
