/media/sunyu/OS1/suanli/collectionunzip/item_placement_9921
obj                 |bestobj             |time                |
10.167              |10.167              |50.016              |INIT
7.792               |7.792               |100.060             |KS2
7.775               |7.775               |200.154             |KS2
7.775               |7.775               |351.487             |random
7.159               |7.159               |401.551             |lns
7.159               |7.159               |501.623             |random
7.126               |7.126               |551.683             |lns
7.060               |7.060               |701.739             |random
7.057               |7.057               |751.780             |lns
7.054               |7.054               |901.847             |random
7.054               |7.054               |1000.005            |random
total time : 1000.0056295394897
