/media/sunyu/OS1/suanli/collectionunzip/cmflsp40-36-2-10
obj                 |bestobj             |time                |
67949854.757        |67949854.757        |50.519              |INIT
67921350.796        |67921350.796        |100.535             |KS2
67893229.793        |67893229.793        |150.552             |KS2
67874207.414        |67874207.414        |200.567             |KS2
67859227.752        |67859227.752        |251.695             |lns
67752092.921        |67752092.921        |301.707             |lns
67722809.444        |67722809.444        |352.684             |lns
67722779.790        |67722779.790        |406.439             |random
67721302.235        |67721302.235        |456.449             |lns
67719934.381        |67719934.381        |506.459             |lns
67701559.483        |67701559.483        |568.903             |random
67701559.483        |67701559.483        |647.426             |random
67699746.295        |67699746.295        |698.384             |lns
67458626.459        |67458626.459        |748.394             |lns
66982063.076        |66982063.076        |799.532             |lns
66911530.561        |66911530.561        |850.593             |lns
66911530.561        |66911530.561        |901.914             |random
total time : 1000.00830245018
