/media/sunyu/OS1/suanli/collectionunzip/n3707
obj                 |bestobj             |time                |
1253587.000         |1253587.000         |50.081              |INIT
1245779.000         |1245779.000         |100.121             |KS2
1244037.000         |1244037.000         |200.198             |KS2
1242890.000         |1242890.000         |250.251             |lns
1236287.000         |1236287.000         |350.322             |random
1236287.000         |1236287.000         |450.390             |random
1234753.000         |1234753.000         |600.490             |random
1234554.000         |1234554.000         |850.717             |random
1233438.000         |1233438.000         |900.743             |lns
total time : 1000.0228440761566
