/media/sunyu/OS1/suanli/collectionunzip/SET3_20
obj                 |bestobj             |time                |
2912399.526         |2912399.526         |0.040               |INIT
201266.737          |201266.737          |50.052              |KS2
193666.388          |193666.388          |100.065             |KS2
190427.808          |190427.808          |150.077             |KS2
190100.533          |190100.533          |252.854             |random
187442.347          |187442.347          |302.863             |lns
177144.929          |177144.929          |352.873             |lns
177144.929          |177144.929          |532.684             |random
175011.899          |175011.899          |883.274             |random
174647.517          |174647.517          |999.670             |random
174647.517          |174647.517          |1000.117            |random
total time : 1000.117339849472
