/media/sunyu/OS1/suanli/collectionunzip/anonymous_36
obj                 |bestobj             |time                |
491898.023          |491898.023          |52.057              |INIT
387050.033          |387050.033          |52.271              |KS2
332438.556          |332438.556          |102.324             |KS2
332370.852          |332370.852          |109.392             |KS2
332347.124          |332347.124          |162.249             |random
331901.744          |331901.744          |214.049             |lns
328213.620          |328213.620          |264.087             |lns
328116.417          |328116.417          |314.127             |lns
327934.070          |327934.070          |364.165             |lns
327893.839          |327893.839          |416.036             |lns
327858.672          |327858.672          |466.311             |random
326254.803          |326254.803          |516.611             |random
326254.803          |326254.803          |566.961             |random
323943.645          |323943.645          |617.467             |random
323903.441          |323903.441          |670.446             |random
323822.346          |323822.346          |722.061             |lns
323747.666          |323747.666          |773.474             |random
323529.822          |323529.822          |825.630             |lns
323529.822          |323529.822          |877.906             |random
323486.789          |323486.789          |927.943             |lns
323486.789          |323486.789          |978.196             |random
323475.688          |323475.688          |1000.030            |lns
total time : 1000.0304839611053
