/media/sunyu/OS1/suanli/collectionunzip/item_placement_9997
obj                 |bestobj             |time                |
12.692              |12.692              |50.016              |INIT
10.934              |10.934              |100.080             |KS2
10.235              |10.235              |150.089             |KS2
10.233              |10.233              |200.131             |KS2
10.233              |10.233              |200.704             |crossover
9.689               |9.689               |250.777             |lns
9.669               |9.669               |752.356             |random
9.549               |9.549               |952.471             |random
9.488               |9.488               |1000.045            |lns
total time : 1000.0450291633606
