/media/sunyu/OS1/suanli/collectionunzip/anonymous_90
obj                 |bestobj             |time                |
9504.267            |9504.267            |10.507              |KS1
8904.998            |8904.998            |60.515              |KS2
8904.998            |8904.998            |160.527             |KS2
8904.997            |8904.997            |348.968             |random
8904.964            |8904.964            |399.013             |lns
8904.556            |8904.556            |510.626             |random
8904.555            |8904.555            |571.079             |random
8904.518            |8904.518            |671.208             |random
8904.209            |8904.209            |721.802             |random
total time : 1000.004346370697
