/media/sunyu/OS1/suanli/collectionunzip/ns1679495
obj                 |bestobj             |time                |
7632978.542         |7632978.542         |119.680             |KS1
5837243.420         |5837243.420         |169.805             |KS2
5551469.258         |5551469.258         |219.927             |KS2
5087881.259         |5087881.259         |270.038             |KS2
4933600.496         |4933600.496         |320.167             |crossover
4837693.924         |4837693.924         |376.576             |lns
4834542.345         |4834542.345         |432.951             |lns
4832112.485         |4832112.485         |489.326             |lns
4831919.871         |4831919.871         |545.712             |lns
4831899.072         |4831899.072         |602.074             |lns
4830504.941         |4830504.941         |652.172             |lns
4830386.620         |4830386.620         |702.264             |lns
4830303.740         |4830303.740         |758.612             |lns
4830077.373         |4830077.373         |814.945             |lns
4830002.046         |4830002.046         |871.292             |lns
4177299.129         |4177299.129         |977.755             |random
4149406.324         |4149406.324         |1000.075            |lns
total time : 1000.0752704143524
