/media/sunyu/OS1/suanli/collectionunzip/anonymous_84
obj                 |bestobj             |time                |
139778.916          |139778.916          |2.593               |INIT
98447.686           |98447.686           |52.624              |KS2
87473.151           |87473.151           |57.898              |KS2
62071.265           |62071.265           |107.926             |KS2
62071.264           |62071.264           |107.998             |crossover
62071.255           |62071.255           |109.499             |random
55548.867           |55548.867           |159.520             |lns
55548.865           |55548.865           |209.542             |lns
55548.847           |55548.847           |260.041             |random
55548.844           |55548.844           |310.177             |lns
55548.827           |55548.827           |360.261             |random
55548.823           |55548.823           |410.411             |lns
55548.822           |55548.822           |460.567             |lns
48083.195           |48083.195           |510.588             |lns
48083.185           |48083.185           |560.775             |random
48032.615           |48032.615           |619.735             |random
48032.585           |48032.585           |670.957             |random
48032.564           |48032.564           |720.978             |lns
48032.555           |48032.555           |771.185             |random
48032.539           |48032.539           |821.314             |lns
48032.538           |48032.538           |872.415             |random
48032.534           |48032.534           |922.437             |lns
48032.533           |48032.533           |973.065             |random
total time : 1000.0836408138275
