/media/sunyu/OS1/suanli/collectionunzip/item_placement_9929
obj                 |bestobj             |time                |
14.170              |14.170              |50.016              |INIT
13.665              |13.665              |100.070             |KS2
13.326              |13.326              |150.159             |KS2
12.229              |12.229              |200.354             |lns
11.931              |11.931              |250.387             |lns
11.634              |11.634              |300.430             |lns
11.513              |11.513              |350.485             |lns
11.513              |11.513              |550.673             |random
11.424              |11.424              |700.774             |lns2
11.402              |11.402              |800.887             |lns
11.393              |11.393              |950.970             |lns2
total time : 1000.4084486961365
