/media/sunyu/OS1/suanli/collectionunzip/anonymous_68
obj                 |bestobj             |time                |
373116.222          |373116.222          |50.669              |INIT
357572.888          |357572.888          |100.838             |KS2
347578.428          |347578.428          |150.992             |KS2
346692.673          |346692.673          |201.135             |KS2
346692.673          |346692.673          |201.341             |crossover
346235.678          |346235.678          |251.567             |lns
342662.533          |342662.533          |301.705             |lns
305857.141          |305857.141          |402.009             |lns
243298.237          |243298.237          |452.135             |lns
243265.400          |243265.400          |502.261             |lns
243100.658          |243100.658          |552.387             |lns
243079.596          |243079.596          |602.514             |lns
243079.566          |243079.566          |702.808             |lns
222823.497          |222823.497          |752.921             |lns
220347.403          |220347.403          |803.032             |lns
220227.736          |220227.736          |853.144             |lns
220227.726          |220227.726          |903.256             |lns
219937.072          |219937.072          |953.369             |lns
219937.072          |219937.072          |1001.910            |random
total time : 1001.9110538959503
