/media/sunyu/OS1/suanli/collectionunzip/item_placement_9985
obj                 |bestobj             |time                |
17.322              |17.322              |50.016              |INIT
17.123              |17.123              |100.079             |KS2
15.759              |15.759              |150.168             |KS2
15.757              |15.757              |200.285             |lns
15.256              |15.256              |250.332             |lns
13.853              |13.853              |300.358             |lns
13.738              |13.738              |400.421             |lns
13.456              |13.456              |450.467             |lns
12.740              |12.740              |500.481             |lns
12.740              |12.740              |851.166             |random
total time : 1000.0480525493622
