/media/sunyu/OS1/suanli/collectionunzip/SET3_20
obj                 |bestobj             |time                |
2912399.526         |2912399.526         |0.039               |INIT
187597.809          |187597.809          |50.051              |KS2
176919.452          |176919.452          |150.081             |lns
173209.616          |173209.616          |250.102             |lns
173084.797          |173084.797          |309.435             |lns2
172888.318          |172888.318          |571.339             |random
172806.900          |172806.900          |621.348             |lns
172422.957          |172422.957          |695.025             |lns2
172130.112          |172130.112          |772.265             |lns
total time : 1000.007734298706
