/media/sunyu/OS1/suanli/collectionunzip/SET3_08
obj                 |bestobj             |time                |
3152250.563         |3152250.563         |0.041               |INIT
264086.180          |264086.180          |50.055              |KS2
262665.169          |262665.169          |100.067             |KS2
244846.668          |244846.668          |150.086             |lns
244107.606          |244107.606          |200.692             |lns
244107.606          |244107.606          |252.137             |random
243481.807          |243481.807          |319.513             |lns2
242900.594          |242900.594          |370.081             |lns2
241290.762          |241290.762          |476.907             |lns2
239970.026          |239970.026          |477.893             |random
229401.788          |229401.788          |527.903             |lns
227407.140          |227407.140          |577.914             |lns
225600.319          |225600.319          |627.924             |lns
224373.286          |224373.286          |678.724             |lns
224182.632          |224182.632          |728.733             |lns
223975.487          |223975.487          |778.742             |lns
total time : 1000.1177914142609
