/media/sunyu/OS1/suanli/collectionunzip/anonymous_23
obj                 |bestobj             |time                |
129072.935          |129072.935          |50.368              |INIT
110031.667          |110031.667          |100.482             |KS2
109884.791          |109884.791          |150.590             |KS2
108114.181          |108114.181          |200.687             |KS2
107520.744          |107520.744          |250.980             |lns
107520.733          |107520.733          |301.073             |lns
107520.732          |107520.732          |351.173             |lns
107520.683          |107520.683          |505.741             |lns2
107520.604          |107520.604          |555.948             |lns
106951.261          |106951.261          |606.034             |lns
106951.157          |106951.157          |656.119             |lns
106908.660          |106908.660          |706.204             |lns
106908.660          |106908.660          |812.300             |lns2
106908.659          |106908.659          |862.914             |lns
106908.657          |106908.657          |999.437             |lns2
total time : 1001.6059029102325
