/media/sunyu/OS1/suanli/collectionunzip/item_placement_9924
obj                 |bestobj             |time                |
10.684              |10.684              |50.017              |INIT
9.866               |9.866               |100.067             |KS2
9.523               |9.523               |150.125             |KS2
9.518               |9.518               |200.270             |lns
9.176               |9.176               |250.300             |lns
9.154               |9.154               |350.376             |lns
8.997               |8.997               |400.383             |lns
8.984               |8.984               |450.391             |lns
8.975               |8.975               |500.398             |lns
8.974               |8.974               |603.755             |random
8.974               |8.974               |654.475             |random
total time : 1000.005809545517
