/media/sunyu/OS1/suanli/collectionunzip/item_placement_9925
obj                 |bestobj             |time                |
10.936              |10.936              |50.017              |INIT
10.476              |10.476              |100.078             |KS2
9.783               |9.783               |150.136             |KS2
9.753               |9.753               |200.218             |lns
9.744               |9.744               |250.338             |lns
9.713               |9.713               |300.451             |lns
9.711               |9.711               |350.505             |lns
9.708               |9.708               |400.571             |lns
9.668               |9.668               |500.690             |lns
9.647               |9.647               |550.758             |lns
9.636               |9.636               |600.827             |lns
9.634               |9.634               |650.892             |lns
9.633               |9.633               |856.027             |lns2
total time : 1000.0068054199219
