/media/sunyu/OS1/suanli/collectionunzip/neos-1420790
obj                 |bestobj             |time                |
3185.499            |3185.499            |50.053              |INIT
3157.990            |3157.990            |100.063             |KS2
3127.466            |3127.466            |150.068             |KS2
3124.829            |3124.829            |200.077             |lns
3124.738            |3124.738            |250.083             |lns
3124.069            |3124.069            |300.088             |lns
3121.247            |3121.247            |400.099             |lns
3120.322            |3120.322            |852.078             |lns2
3120.303            |3120.303            |1000.004            |lns
total time : 1000.0046615600586
