/media/sunyu/OS1/suanli/collectionunzip/SET3_01
obj                 |bestobj             |time                |
3028701.218         |3028701.218         |0.038               |INIT
220217.646          |220217.646          |50.050              |KS2
217696.685          |217696.685          |100.063             |KS2
206712.205          |206712.205          |150.080             |lns
206698.020          |206698.020          |200.091             |lns
194807.277          |194807.277          |250.102             |lns
188275.940          |188275.940          |350.124             |lns
188275.940          |188275.940          |451.028             |random
187517.850          |187517.850          |602.381             |lns2
187095.944          |187095.944          |704.124             |lns
187091.384          |187091.384          |912.060             |random
total time : 1000.1186485290527
