/media/sunyu/OS1/suanli/collectionunzip/item_placement_9949
obj                 |bestobj             |time                |
14.853              |14.853              |50.016              |INIT
12.183              |12.183              |100.092             |KS2
11.554              |11.554              |150.151             |KS2
11.313              |11.313              |250.316             |lns
11.039              |11.039              |300.363             |lns
10.948              |10.948              |350.414             |lns
10.844              |10.844              |400.479             |lns
10.510              |10.510              |450.495             |lns
10.427              |10.427              |500.503             |lns
10.361              |10.361              |550.510             |lns
10.352              |10.352              |727.659             |lns2
10.332              |10.332              |827.866             |lns
10.313              |10.313              |977.911             |lns2
total time : 1000.3766868114471
