/media/sunyu/OS1/suanli/collectionunzip/item_placement_9954
obj                 |bestobj             |time                |
10.337              |10.337              |50.016              |INIT
10.335              |10.335              |100.059             |KS2
9.044               |9.044               |200.235             |lns
8.713               |8.713               |250.267             |lns
8.491               |8.491               |300.292             |lns
8.480               |8.480               |350.317             |lns
8.358               |8.358               |400.343             |lns
8.237               |8.237               |450.370             |lns
8.198               |8.198               |550.449             |lns
8.037               |8.037               |600.486             |lns
7.758               |7.758               |731.612             |lns2
total time : 1000.021612405777
