/media/sunyu/OS1/suanli/collectionunzip/anonymous_9
obj                 |bestobj             |time                |
8981.167            |8981.167            |10.176              |KS1
8918.920            |8918.920            |60.184              |KS2
8917.586            |8917.586            |97.937              |lns
8905.000            |8905.000            |262.948             |lns
8905.000            |8905.000            |313.039             |random
8904.999            |8904.999            |368.271             |lns
8904.813            |8904.813            |368.313             |lns
8904.384            |8904.384            |849.359             |lns
8904.364            |8904.364            |853.463             |lns
8903.860            |8903.860            |903.468             |lns
8903.577            |8903.577            |906.777             |lns
total time : 1000.107194185257
