/media/sunyu/OS1/suanli/collectionunzip/anonymous_84
obj                 |bestobj             |time                |
116345.908          |116345.908          |11.077              |INIT
78112.146           |78112.146           |61.109              |KS2
61301.586           |61301.586           |111.137             |KS2
61044.951           |61044.951           |161.181             |lns
53766.006           |53766.006           |211.207             |lns
53766.001           |53766.001           |261.748             |lns2
53765.991           |53765.991           |261.877             |lns
53765.981           |53765.981           |263.728             |lns2
53765.980           |53765.980           |313.783             |lns
49915.278           |49915.278           |395.649             |lns
48528.167           |48528.167           |445.673             |lns
48528.167           |48528.167           |495.867             |random
48528.167           |48528.167           |496.374             |random
48528.124           |48528.124           |546.485             |lns
48528.117           |48528.117           |596.510             |lns
48528.117           |48528.117           |646.747             |random
48528.104           |48528.104           |696.858             |lns
48081.818           |48081.818           |697.194             |lns
47694.789           |47694.789           |714.061             |lns
46734.891           |46734.891           |764.083             |lns
46734.889           |46734.889           |814.105             |lns
46623.141           |46623.141           |966.738             |lns
45969.957           |45969.957           |1000.017            |lns
total time : 1000.0169491767883
