/media/sunyu/OS1/suanli/collectionunzip/anonymous_61
obj                 |bestobj             |time                |
240581.516          |240581.516          |50.445              |INIT
201175.485          |201175.485          |100.557             |KS2
153352.730          |153352.730          |150.661             |KS2
146493.388          |146493.388          |200.811             |lns
145673.740          |145673.740          |250.903             |lns
141065.827          |141065.827          |300.995             |lns
140567.449          |140567.449          |351.087             |lns
140108.682          |140108.682          |401.178             |lns
140108.672          |140108.672          |552.960             |lns2
139648.946          |139648.946          |603.165             |lns
139648.946          |139648.946          |704.766             |random
139648.925          |139648.925          |758.084             |lns
139648.925          |139648.925          |859.599             |random
139648.925          |139648.925          |987.570             |random
total time : 1001.5989682674408
