/media/sunyu/OS1/suanli/collectionunzip/anonymous_62
obj                 |bestobj             |time                |
907456.723          |907456.723          |50.310              |INIT
859770.858          |859770.858          |100.399             |KS2
460635.532          |460635.532          |150.493             |KS2
445643.835          |445643.835          |200.569             |KS2
445643.835          |445643.835          |200.701             |crossover
347132.671          |347132.671          |250.818             |lns
335322.917          |335322.917          |350.968             |lns
304251.273          |304251.273          |401.034             |lns
304062.822          |304062.822          |451.100             |lns
297367.157          |297367.157          |551.248             |lns
227183.200          |227183.200          |601.332             |lns
220386.649          |220386.649          |651.390             |lns
208937.262          |208937.262          |701.455             |lns
207285.810          |207285.810          |751.514             |lns
207285.810          |207285.810          |803.017             |random
186221.693          |186221.693          |853.094             |lns
186221.691          |186221.691          |903.171             |lns
total time : 1001.33478474617
