/media/sunyu/OS1/suanli/collectionunzip/SET3_04
obj                 |bestobj             |time                |
3139014.043         |3139014.043         |0.039               |INIT
270123.099          |270123.099          |50.052              |KS2
242402.915          |242402.915          |100.065             |KS2
227797.779          |227797.779          |200.092             |lns
221524.622          |221524.622          |250.102             |lns
213118.845          |213118.845          |300.112             |lns
206286.536          |206286.536          |350.122             |lns
205375.000          |205375.000          |400.133             |lns
205313.820          |205313.820          |464.674             |lns
205313.820          |205313.820          |515.432             |random
204588.589          |204588.589          |565.443             |lns
204524.552          |204524.552          |697.677             |lns2
204520.142          |204520.142          |811.833             |lns
204326.741          |204326.741          |861.845             |lns
203637.981          |203637.981          |923.417             |lns
203637.981          |203637.981          |999.577             |random
total time : 1000.4392104148865
