/media/sunyu/OS1/suanli/collectionunzip/anonymous_38
obj                 |bestobj             |time                |
82480.213           |82480.213           |3.856               |INIT
82480.203           |82480.203           |3.927               |KS2
82480.203           |82480.203           |3.999               |KS2
82480.183           |82480.183           |4.116               |lns
82271.411           |82271.411           |4.197               |lns
82271.411           |82271.411           |4.443               |random
80183.958           |80183.958           |7.291               |lns
80183.958           |80183.958           |12.226              |random
80078.156           |80078.156           |23.823              |lns2
80078.156           |80078.156           |29.295              |random
77260.357           |77260.357           |40.568              |lns2
75895.231           |75895.231           |43.650              |lns
75895.231           |75895.231           |94.231              |random
75895.221           |75895.221           |107.320             |lns2
75895.221           |75895.221           |108.652             |random
75895.220           |75895.220           |173.841             |random
75895.219           |75895.219           |174.066             |random
75895.219           |75895.219           |174.407             |random
75895.219           |75895.219           |174.956             |random
75895.219           |75895.219           |175.472             |random
75895.218           |75895.218           |175.940             |lns2
75568.026           |75568.026           |312.707             |lns2
75449.704           |75449.704           |316.341             |lns
75449.704           |75449.704           |324.362             |random
75403.733           |75403.733           |328.281             |lns2
75403.733           |75403.733           |328.858             |random
75403.723           |75403.723           |348.862             |lns2
75403.723           |75403.723           |349.369             |random
75403.723           |75403.723           |349.708             |random
total time : 1000.2872812747955
