/media/sunyu/OS1/suanli/collectionunzip/item_placement_9922
obj                 |bestobj             |time                |
30.558              |30.558              |50.016              |INIT
29.356              |29.356              |100.092             |KS2
28.449              |28.449              |150.181             |KS2
27.761              |27.761              |200.220             |lns
27.613              |27.613              |300.236             |lns
27.405              |27.405              |350.244             |lns
27.371              |27.371              |400.251             |lns
27.366              |27.366              |521.211             |lns2
26.990              |26.990              |1000.005            |lns
total time : 1000.0056760311127
