/media/sunyu/OS1/suanli/collectionunzip/anonymous_28
obj                 |bestobj             |time                |
141996.276          |141996.276          |50.742              |INIT
125481.988          |125481.988          |100.804             |KS2
110261.037          |110261.037          |150.860             |KS2
104056.163          |104056.163          |200.913             |KS2
104056.163          |104056.163          |200.997             |crossover
100166.127          |100166.127          |231.111             |lns
100166.120          |100166.120          |240.723             |lns
100166.116          |100166.116          |290.774             |lns
100166.113          |100166.113          |330.847             |lns
96334.225           |96334.225           |401.206             |lns
94923.918           |94923.918           |495.865             |lns2
80456.199           |80456.199           |546.197             |lns
80368.594           |80368.594           |596.239             |lns
80267.122           |80267.122           |646.281             |lns
80267.122           |80267.122           |696.900             |random
71924.163           |71924.163           |747.114             |lns
70687.489           |70687.489           |797.165             |lns
67387.042           |67387.042           |847.215             |lns
67387.031           |67387.031           |947.316             |lns
total time : 1000.6378409862518
