/media/sunyu/OS1/suanli/collectionunzip/item_placement_9950
obj                 |bestobj             |time                |
10.351              |10.351              |50.017              |INIT
7.512               |7.512               |100.064             |KS2
6.409               |6.409               |150.126             |KS2
6.405               |6.405               |250.218             |lns
5.845               |5.845               |400.311             |lns2
5.839               |5.839               |500.379             |lns
5.831               |5.831               |565.328             |lns
5.641               |5.641               |615.372             |lns
5.309               |5.309               |665.417             |lns
4.698               |4.698               |715.434             |lns
4.610               |4.610               |765.780             |lns2
4.568               |4.568               |965.870             |lns2
total time : 1000.3586122989655
