/media/sunyu/OS1/suanli/collectionunzip/item_placement_9930
obj                 |bestobj             |time                |
12.694              |12.694              |50.017              |INIT
12.095              |12.095              |150.173             |KS2
11.125              |11.125              |200.271             |lns
11.092              |11.092              |250.330             |lns
11.085              |11.085              |300.387             |lns
10.080              |10.080              |350.438             |lns
9.693               |9.693               |500.588             |lns2
8.914               |8.914               |650.736             |lns
8.706               |8.706               |700.798             |lns
8.561               |8.561               |825.961             |lns2
total time : 1000.3261430263519
