/media/sunyu/OS1/suanli/collectionunzip/SET4_07
obj                 |bestobj             |time                |
3083586.411         |3083586.411         |0.040               |INIT
76009.387           |76009.387           |50.053              |KS2
73487.011           |73487.011           |100.067             |KS2
67816.199           |67816.199           |150.085             |lns
65511.386           |65511.386           |151.581             |lns
65051.984           |65051.984           |201.597             |lns
64497.003           |64497.003           |251.607             |lns
63290.911           |63290.911           |285.818             |lns
63272.254           |63272.254           |336.942             |lns2
63272.254           |63272.254           |345.130             |random
63271.867           |63271.867           |616.723             |lns2
total time : 1000.1235349178314
