/media/sunyu/OS1/suanli/collectionunzip/anonymous_71
obj                 |bestobj             |time                |
507288.201          |507288.201          |24.818              |INIT
319210.429          |319210.429          |38.000              |KS2
159644.817          |159644.817          |88.015              |KS2
159644.813          |159644.813          |92.606              |KS2
159561.244          |159561.244          |94.574              |lns
135605.253          |135605.253          |144.851             |lns
133924.643          |133924.643          |194.865             |lns
133924.637          |133924.637          |247.359             |lns
133160.414          |133160.414          |297.373             |lns
133160.367          |133160.367          |347.386             |lns
133160.322          |133160.322          |397.399             |lns
81909.255           |81909.255           |516.233             |lns2
59831.635           |59831.635           |616.276             |lns
52167.210           |52167.210           |666.288             |lns
52167.202           |52167.202           |768.556             |lns
52167.200           |52167.200           |818.569             |lns
52167.200           |52167.200           |868.678             |random
total time : 1000.0029368400574
