/media/sunyu/OS1/suanli/collectionunzip/item_placement_9937
obj                 |bestobj             |time                |
44.622              |44.622              |50.017              |INIT
44.399              |44.399              |100.083             |KS2
42.861              |42.861              |150.169             |KS2
42.836              |42.836              |200.314             |lns
42.433              |42.433              |250.399             |lns
42.182              |42.182              |300.467             |lns
42.145              |42.145              |350.532             |lns
42.046              |42.046              |450.668             |lns
41.515              |41.515              |500.732             |lns
41.041              |41.041              |550.799             |lns
40.832              |40.832              |600.843             |lns
40.770              |40.770              |650.889             |lns
40.601              |40.601              |800.990             |lns2
40.085              |40.085              |851.018             |lns
39.978              |39.978              |901.026             |lns
39.978              |39.978              |1000.249            |random
total time : 1000.2494471073151
