/media/sunyu/OS1/suanli/collectionunzip/item_placement_9935
obj                 |bestobj             |time                |
11.917              |11.917              |50.016              |INIT
9.601               |9.601               |100.078             |KS2
9.556               |9.556               |150.116             |KS2
9.489               |9.489               |200.229             |lns
9.307               |9.307               |300.291             |lns
9.252               |9.252               |350.298             |lns
9.163               |9.163               |400.306             |lns
9.156               |9.156               |550.351             |lns2
9.156               |9.156               |851.506             |random
total time : 1000.0088798999786
