/media/sunyu/OS1/suanli/collectionunzip/item_placement_9968
obj                 |bestobj             |time                |
18.448              |18.448              |50.016              |INIT
18.275              |18.275              |100.062             |KS2
18.273              |18.273              |150.141             |KS2
18.264              |18.264              |250.329             |lns
18.245              |18.245              |300.383             |lns
18.238              |18.238              |350.441             |lns
18.237              |18.237              |500.643             |random
18.211              |18.211              |707.369             |lns2
17.931              |17.931              |807.464             |lns
17.770              |17.770              |857.511             |lns
17.764              |17.764              |907.573             |lns
17.710              |17.710              |957.624             |lns
total time : 1000.2900502681732
