/media/sunyu/OS1/suanli/collectionunzip/anonymous_48
obj                 |bestobj             |time                |
220521.223          |220521.223          |4.560               |INIT
202489.655          |202489.655          |8.013               |KS2
76966.041           |76966.041           |58.060              |KS2
76966.036           |76966.036           |75.626              |KS2
76966.032           |76966.032           |75.804              |lns
73032.200           |73032.200           |99.410              |lns2
72076.666           |72076.666           |200.144             |lns2
70849.715           |70849.715           |200.374             |lns
70849.705           |70849.705           |200.500             |lns
70445.179           |70445.179           |201.123             |lns2
70228.207           |70228.207           |251.216             |lns
70228.207           |70228.207           |302.135             |random
70228.207           |70228.207           |352.745             |random
70228.197           |70228.197           |407.551             |lns2
63349.921           |63349.921           |457.656             |lns
63235.844           |63235.844           |507.693             |lns
62516.066           |62516.066           |557.731             |lns
62305.192           |62305.192           |607.771             |lns
62294.529           |62294.529           |657.808             |lns
62294.529           |62294.529           |708.176             |random
62269.188           |62269.188           |708.777             |random
60740.025           |60740.025           |708.860             |lns
60740.013           |60740.013           |758.979             |lns
60740.013           |60740.013           |759.914             |random
60740.012           |60740.012           |810.548             |random
60705.397           |60705.397           |860.588             |lns
60705.397           |60705.397           |911.062             |random
60705.387           |60705.387           |911.245             |lns
52036.676           |52036.676           |915.405             |lns
52036.667           |52036.667           |923.721             |lns2
49746.911           |49746.911           |923.779             |random
49617.913           |49617.913           |973.826             |lns
49398.629           |49398.629           |1000.112            |lns
total time : 1000.1120977401733
