/media/sunyu/OS1/suanli/collectionunzip/cmflsp40-36-2-10
obj                 |bestobj             |time                |
67949854.757        |67949854.757        |50.551              |INIT
67911096.488        |67911096.488        |100.568             |KS2
67901041.865        |67901041.865        |150.584             |KS2
67893311.270        |67893311.270        |200.598             |KS2
67892198.850        |67892198.850        |252.220             |lns
67884007.311        |67884007.311        |302.232             |lns
67870472.236        |67870472.236        |352.245             |lns
67867549.718        |67867549.718        |402.271             |lns
67847925.756        |67847925.756        |614.327             |lns2
67842232.427        |67842232.427        |669.026             |lns
67842232.400        |67842232.400        |719.039             |lns
67842232.384        |67842232.384        |769.053             |lns
67842232.369        |67842232.369        |819.066             |lns
67840574.333        |67840574.333        |870.099             |lns2
total time : 1000.0109508037567
