/media/sunyu/OS1/suanli/collectionunzip/anonymous_86
obj                 |bestobj             |time                |
268678.674          |268678.674          |50.691              |INIT
255675.359          |255675.359          |101.150             |KS2
249361.784          |249361.784          |151.393             |lns
248553.113          |248553.113          |201.542             |lns
248553.111          |248553.111          |251.694             |lns
241680.921          |241680.921          |351.992             |lns
234419.991          |234419.991          |402.123             |lns
232173.084          |232173.084          |452.256             |lns
230185.098          |230185.098          |502.389             |lns
228165.285          |228165.285          |552.522             |lns
225138.376          |225138.376          |602.655             |lns
225057.443          |225057.443          |652.788             |lns
224638.141          |224638.141          |702.920             |lns
219302.244          |219302.244          |753.051             |lns
219040.778          |219040.778          |803.184             |lns
218982.533          |218982.533          |853.318             |lns
218781.984          |218781.984          |903.449             |lns
218183.080          |218183.080          |953.580             |lns
217666.478          |217666.478          |1000.095            |lns
total time : 1000.0953233242035
