/media/sunyu/OS1/suanli/collectionunzip/item_placement_9991
obj                 |bestobj             |time                |
13.943              |13.943              |50.016              |INIT
11.643              |11.643              |100.087             |KS2
11.642              |11.642              |150.163             |KS2
10.703              |10.703              |200.236             |lns
9.648               |9.648               |220.243             |lns
9.648               |9.648               |221.469             |random
9.647               |9.647               |243.625             |random
9.647               |9.647               |244.820             |random
9.647               |9.647               |295.980             |random
9.647               |9.647               |355.119             |random
9.645               |9.645               |356.372             |lns
9.643               |9.643               |406.380             |lns
9.643               |9.643               |456.606             |random
total time : 1000.1140642166138
