/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
180670.453          |180670.453          |2.003               |INIT
179977.773          |179977.773          |2.195               |KS2
153391.570          |153391.570          |52.206              |KS2
152776.305          |152776.305          |52.283              |lns
152758.502          |152758.502          |52.346              |lns
152748.535          |152748.535          |52.416              |lns
143695.856          |143695.856          |102.426             |lns
115674.286          |115674.286          |159.228             |lns
105143.889          |105143.889          |194.339             |lns
104945.486          |104945.486          |194.878             |lns
103894.124          |103894.124          |244.889             |lns
103866.356          |103866.356          |295.123             |lns2
103838.367          |103838.367          |345.166             |lns
76482.015           |76482.015           |395.536             |lns2
50304.307           |50304.307           |445.559             |lns
50304.301           |50304.301           |458.032             |lns
35538.790           |35538.790           |458.229             |lns
34896.979           |34896.979           |459.554             |lns2
34896.965           |34896.965           |459.734             |lns
34896.955           |34896.955           |459.937             |lns
33808.948           |33808.948           |509.946             |lns
33808.934           |33808.934           |660.097             |lns2
33808.928           |33808.928           |718.302             |lns
33808.908           |33808.908           |749.288             |lns
total time : 1000.0156557559967
