/media/sunyu/OS1/suanli/collectionunzip/SET3_24
obj                 |bestobj             |time                |
3895660.960         |3895660.960         |0.044               |INIT
311934.565          |311934.565          |50.058              |KS2
300481.521          |300481.521          |100.071             |KS2
279431.270          |279431.270          |150.090             |lns
273630.416          |273630.416          |200.101             |lns
272188.230          |272188.230          |250.113             |lns
271411.235          |271411.235          |323.573             |lns2
270856.340          |270856.340          |373.686             |lns
267263.783          |267263.783          |458.029             |lns2
266859.363          |266859.363          |512.437             |lns
266847.735          |266847.735          |562.446             |lns
266828.624          |266828.624          |612.456             |lns
266654.566          |266654.566          |665.418             |lns2
264827.713          |264827.713          |732.174             |lns
264291.758          |264291.758          |782.185             |lns
263583.093          |263583.093          |832.195             |lns
total time : 1000.1180801391602
