/media/sunyu/OS1/suanli/collectionunzip/item_placement_9928
obj                 |bestobj             |time                |
11.791              |11.791              |50.016              |INIT
9.861               |9.861               |100.093             |KS2
9.705               |9.705               |150.153             |KS2
9.695               |9.695               |200.240             |lns
9.425               |9.425               |350.346             |lns2
9.375               |9.375               |501.073             |lns2
9.275               |9.275               |601.104             |lns
9.274               |9.274               |725.404             |random
9.266               |9.266               |825.421             |lns
9.254               |9.254               |875.428             |lns
9.227               |9.227               |925.436             |lns
total time : 1000.1466736793518
