/media/sunyu/OS1/suanli/collectionunzip/item_placement_9910
obj                 |bestobj             |time                |
11.560              |11.560              |50.017              |INIT
8.452               |8.452               |100.071             |KS2
7.668               |7.668               |150.087             |KS2
7.666               |7.666               |200.260             |lns
7.658               |7.658               |250.373             |lns
7.658               |7.658               |370.346             |random
6.212               |6.212               |420.406             |lns
6.076               |6.076               |470.477             |lns
5.927               |5.927               |520.531             |lns
5.823               |5.823               |570.579             |lns
5.816               |5.816               |620.640             |lns
5.782               |5.782               |670.715             |lns
5.769               |5.769               |770.768             |lns
5.752               |5.752               |821.530             |lns2
total time : 1000.0278370380402
