/media/sunyu/OS1/suanli/collectionunzip/anonymous_39
obj                 |bestobj             |time                |
253928.086          |253928.086          |10.245              |INIT
216891.745          |216891.745          |60.292              |KS2
125856.433          |125856.433          |110.337             |KS2
100254.315          |100254.315          |160.378             |KS2
90652.103           |90652.103           |210.504             |lns
90623.817           |90623.817           |260.542             |lns
88787.041           |88787.041           |325.950             |lns
88787.041           |88787.041           |337.039             |random
88787.041           |88787.041           |338.233             |random
88787.041           |88787.041           |358.852             |random
88787.041           |88787.041           |361.651             |random
88787.041           |88787.041           |362.410             |random
88787.041           |88787.041           |391.497             |random
88787.041           |88787.041           |396.026             |random
88787.041           |88787.041           |396.343             |random
88787.041           |88787.041           |396.800             |random
total time : 1000.255518913269
