/media/sunyu/OS1/suanli/collectionunzip/item_placement_9941
obj                 |bestobj             |time                |
7.609               |7.609               |50.016              |INIT
7.221               |7.221               |100.036             |KS2
7.220               |7.220               |150.080             |KS2
7.218               |7.218               |300.220             |lns2
6.202               |6.202               |450.364             |lns
4.370               |4.370               |500.405             |lns
3.919               |3.919               |550.438             |lns
3.751               |3.751               |600.474             |lns
3.617               |3.617               |750.556             |lns2
3.344               |3.344               |850.620             |lns
3.239               |3.239               |900.637             |lns
3.071               |3.071               |950.662             |lns
3.071               |3.071               |1000.268            |random
total time : 1000.2682936191559
