/media/sunyu/OS1/suanli/collectionunzip/SET3_07
obj                 |bestobj             |time                |
3083586.411         |3083586.411         |0.040               |INIT
235058.692          |235058.692          |50.052              |KS2
209995.853          |209995.853          |150.083             |lns
203586.111          |203586.111          |250.104             |lns
202767.936          |202767.936          |312.220             |lns2
202153.224          |202153.224          |362.815             |lns
202153.224          |202153.224          |414.496             |random
201214.135          |201214.135          |464.506             |lns
200962.359          |200962.359          |514.517             |lns
200772.150          |200772.150          |585.561             |lns2
200495.482          |200495.482          |856.523             |lns2
total time : 1000.1183686256409
