/media/sunyu/OS1/suanli/collectionunzip/SET3_13
obj                 |bestobj             |time                |
3257131.858         |3257131.858         |0.042               |INIT
249139.016          |249139.016          |50.055              |KS2
249136.632          |249136.632          |100.068             |KS2
234024.280          |234024.280          |150.086             |lns
229145.446          |229145.446          |200.763             |lns
225306.615          |225306.615          |250.773             |lns
225283.921          |225283.921          |313.841             |lns2
225008.129          |225008.129          |337.236             |lns
224434.804          |224434.804          |425.853             |lns2
219540.639          |219540.639          |476.089             |lns
214192.138          |214192.138          |526.099             |lns
213387.334          |213387.334          |576.498             |lns
213387.334          |213387.334          |627.085             |random
213146.048          |213146.048          |630.304             |lns
211101.920          |211101.920          |680.316             |lns
204734.772          |204734.772          |780.339             |lns
200150.553          |200150.553          |847.575             |lns2
199657.588          |199657.588          |995.297             |lns2
total time : 1000.3692507743835
