/media/sunyu/OS1/suanli/collectionunzip/item_placement_9964
obj                 |bestobj             |time                |
19.208              |19.208              |50.017              |INIT
15.820              |15.820              |100.082             |KS2
13.142              |13.142              |150.176             |KS2
12.750              |12.750              |200.251             |lns
12.750              |12.750              |350.508             |random
12.417              |12.417              |513.133             |lns2
12.388              |12.388              |813.577             |lns
11.343              |11.343              |863.624             |lns
10.786              |10.786              |956.948             |lns2
total time : 1000.3787398338318
