/media/sunyu/OS1/suanli/collectionunzip/item_placement_9916
obj                 |bestobj             |time                |
28.525              |28.525              |50.017              |INIT
24.154              |24.154              |100.095             |KS2
24.115              |24.115              |150.160             |KS2
23.895              |23.895              |200.297             |lns
23.245              |23.245              |300.385             |lns
23.182              |23.182              |407.428             |lns2
23.151              |23.151              |585.831             |lns2
23.071              |23.071              |636.827             |lns
22.848              |22.848              |686.835             |lns
22.804              |22.804              |736.842             |lns
22.793              |22.793              |786.850             |lns
22.789              |22.789              |936.894             |lns2
total time : 1000.2495138645172
