/media/sunyu/OS1/suanli/collectionunzip/SET3_23
obj                 |bestobj             |time                |
3719767.816         |3719767.816         |0.043               |INIT
265216.166          |265216.166          |50.056              |KS2
257658.652          |257658.652          |100.069             |KS2
235989.502          |235989.502          |150.088             |lns
229255.708          |229255.708          |200.099             |lns
228718.097          |228718.097          |250.110             |lns
228334.592          |228334.592          |300.121             |lns
228242.696          |228242.696          |350.131             |lns
223932.156          |223932.156          |450.155             |lns
222176.812          |222176.812          |503.241             |lns
221280.135          |221280.135          |633.076             |lns2
220830.718          |220830.718          |685.903             |lns2
total time : 1000.1177983283997
