/media/sunyu/OS1/suanli/collectionunzip/item_placement_9975
obj                 |bestobj             |time                |
17.634              |17.634              |50.017              |INIT
16.710              |16.710              |100.084             |KS2
16.174              |16.174              |150.132             |KS2
15.958              |15.958              |200.242             |lns
15.486              |15.486              |250.289             |lns
15.479              |15.479              |300.344             |lns
15.475              |15.475              |350.410             |lns
15.457              |15.457              |584.570             |random
15.454              |15.454              |634.636             |lns
15.454              |15.454              |736.351             |random
15.306              |15.306              |836.386             |lns
14.598              |14.598              |862.687             |lns
total time : 1000.0246884822845
