/media/sunyu/OS1/suanli/collectionunzip/item_placement_9903
obj                 |bestobj             |time                |
7.652               |7.652               |50.017              |INIT
6.998               |6.998               |100.060             |KS2
6.997               |6.997               |150.104             |KS2
6.992               |6.992               |300.266             |lns2
6.722               |6.722               |400.336             |lns
6.720               |6.720               |450.388             |lns
6.711               |6.711               |601.596             |lns2
6.707               |6.707               |702.041             |lns
6.707               |6.707               |802.201             |random
6.705               |6.705               |952.302             |lns2
total time : 1000.3982241153717
